Author,Study_ID,Effect_Size_ID,Study_Country,Study_Region,Biome,Study_System,Verts_Inverts_Plants,Verts_Inverts_Plants_Without_Pests,Animals_Plants,Functional_Groups,Orders,Taxa_Category_2,Biodiversity_Category,Heterogeneity_Measure,Heterogeneity_Mesure_Fine,Heterogeneity_Type,Heterogeneity,Heterogeneity_Type_L_C,Pearson_Correlation,Sample_Size,Scale,Crop_Cover_Mean,Article_Tittle 
Barbaro et al. (2020),p81,sub983,"France, Spain, Italy","Bordeaux, Languedoc, Roussillon, Gaillac, Limoux, Costières, Bourgogne, Loire, Ile de Ré, Catalunya, Trentino, and Lombardy",Temperate,Vineyards,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1162494,100,100_m_R,64.99533,Organic management and landscape heterogeneity combine to sustain multifunctional bird communities in European vineyards
Coutinho et al. (2020),p84,sub987,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.4029323,25,200_m_R,12.28,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub988,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2751765,25,400_m_R,21.44,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub989,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.06368439,25,600_m_R,28.08,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub990,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.0915512,25,800_m_R,32.08,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub991,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.2326044,25,1000_m_R,34.72,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub992,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1202892,25,200_m_R,12.28,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub993,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.0199463,25,400_m_R,21.44,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub994,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.0421508,25,600_m_R,28.08,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub995,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.0451166,25,800_m_R,32.08,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub996,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.0845464,25,1000_m_R,34.72,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub997,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.4355839,25,200_m_R,12.28,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub998,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2210854,25,400_m_R,21.44,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub999,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1627551,25,600_m_R,28.08,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub1000,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.209093,25,800_m_R,32.08,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub1001,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2316719,25,1000_m_R,34.72,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub1002,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1021432,25,200_m_R,12.28,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub1003,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1218985,25,400_m_R,21.44,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub1004,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1833168,25,600_m_R,28.08,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub1005,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1895618,25,800_m_R,32.08,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Coutinho et al. (2020),p84,sub1006,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1373732,25,1000_m_R,34.72,Heterogeneous agroecosystems support high diversity and abundance of trap nesting bees and wasps amongst tropical crops
Šáleka et al. (2018),p85,sub1007,Czech Republic and Austria,"South Moravia, Czech Republic (GPS: 48.78°N, 16.16°E) and Lower Austria, Austria (GPS: 48.69°N, 16.07°E)",Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.136,25,500m x 500m,83.6,Bringing diversity back to agriculture: Smaller fields and non-crop elements enhance biodiversity in intensively managed arable farmlands
Šáleka et al. (2018),p85,sub1008,Czech Republic and Austria,"South Moravia, Czech Republic (GPS: 48.78°N, 16.16°E) and Lower Austria, Austria (GPS: 48.69°N, 16.07°E)",Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.183,25,500m x 500m,83.6,Bringing diversity back to agriculture: Smaller fields and non-crop elements enhance biodiversity in intensively managed arable farmlands
Šáleka et al. (2018),p85,sub1009,Czech Republic and Austria,"South Moravia, Czech Republic (GPS: 48.78°N, 16.16°E) and Lower Austria, Austria (GPS: 48.69°N, 16.07°E)",Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Lepidoptera (butterflies),Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.125,25,500m x 500m,83.6,Bringing diversity back to agriculture: Smaller fields and non-crop elements enhance biodiversity in intensively managed arable farmlands
Šáleka et al. (2018),p85,sub1010,Czech Republic and Austria,"South Moravia, Czech Republic (GPS: 48.78°N, 16.16°E) and Lower Austria, Austria (GPS: 48.69°N, 16.07°E)",Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Lepidoptera (butterflies),Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.12,25,500m x 500m,83.6,Bringing diversity back to agriculture: Smaller fields and non-crop elements enhance biodiversity in intensively managed arable farmlands
Šáleka et al. (2018),p85,sub1011,Czech Republic and Austria,"South Moravia, Czech Republic (GPS: 48.78°N, 16.16°E) and Lower Austria, Austria (GPS: 48.69°N, 16.07°E)",Temperate,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.152,25,500m x 500m,83.6,Bringing diversity back to agriculture: Smaller fields and non-crop elements enhance biodiversity in intensively managed arable farmlands
Šáleka et al. (2018),p85,sub1012,Czech Republic and Austria,"South Moravia, Czech Republic (GPS: 48.78°N, 16.16°E) and Lower Austria, Austria (GPS: 48.69°N, 16.07°E)",Temperate,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.125,25,500m x 500m,83.6,Bringing diversity back to agriculture: Smaller fields and non-crop elements enhance biodiversity in intensively managed arable farmlands
Fabian et al. (2013),p88,sub1017,Switzerland,Lake Neuchatel in north-west Switzerland (coordinates: 46° 52′ N 06° 56′ E),Temperate,Multiple,Invertebrates,NA,NA,Pests,Hemiptera,Aphid,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.06108626,10,500_m_R,75.09,The importance of landscape and spatial structure for hymenopteran-based food webs in an agro-ecosystem
Fabian et al. (2013),p88,sub1018,Switzerland,Lake Neuchatel in north-west Switzerland (coordinates: 46° 52′ N 06° 56′ E),Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.2719044,10,500_m_R,75.09,The importance of landscape and spatial structure for hymenopteran-based food webs in an agro-ecosystem
Fabian et al. (2013),p88,sub1019,Switzerland,Lake Neuchatel in north-west Switzerland (coordinates: 46° 52′ N 06° 56′ E),Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.7788917,10,500_m_R,75.09,The importance of landscape and spatial structure for hymenopteran-based food webs in an agro-ecosystem
Fabian et al. (2013),p88,sub1020,Switzerland,Lake Neuchatel in north-west Switzerland (coordinates: 46° 52′ N 06° 56′ E),Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1834816,10,500_m_R,75.09,The importance of landscape and spatial structure for hymenopteran-based food webs in an agro-ecosystem
Fabian et al. (2013),p88,sub1021,Switzerland,Lake Neuchatel in north-west Switzerland (coordinates: 46° 52′ N 06° 56′ E),Temperate,Multiple,Plants,Plants,Plants,Primary_procedures,Plants,Herbaceous (weed as floral units),Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1705419,10,500_m_R,75.09,The importance of landscape and spatial structure for hymenopteran-based food webs in an agro-ecosystem
